Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DDT_Amazon_CatogaryValidation_testSuite,Chrome 120.0.0.0,,,28-01-2024 01:59:32,28-01-2024 02:00:37,1m - 4.529s,PASSED
,,,,,,,
Test Cases/DDT/TC_Validation Amazon Category_Excel_003,Chrome 120.0.0.0,,,28-01-2024 01:59:33,28-01-2024 02:00:05,31.774s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,28-01-2024 01:59:34,28-01-2024 01:59:38,4.042s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Chrome 120.0.0.0,,,28-01-2024 01:59:38,28-01-2024 01:59:40,2.035s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_Category_ValidationExcel_OR/Page_Amazon.com. Spend less. Smile more/categoryElement""), category, false)",Chrome 120.0.0.0,,,28-01-2024 01:59:40,28-01-2024 01:59:53,13.227s,PASSED
"setText(findTestObject(""Amazon_Category_ValidationExcel_OR/Page_Amazon.com. Spend less. Smile more/input_Search Amazon_field-keywords""), item)",Chrome 120.0.0.0,,,28-01-2024 01:59:53,28-01-2024 01:59:54,1.467s,PASSED
"click(findTestObject(""Amazon_Category_ValidationExcel_OR/Page_Amazon.com. Spend less. Smile more/input_Search Amazon_nav-search-submit-button""))",Chrome 120.0.0.0,,,28-01-2024 01:59:54,28-01-2024 02:00:04,9.562s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,28-01-2024 02:00:04,28-01-2024 02:00:05,0.582s,PASSED
,,,,,,,
Test Cases/DDT/TC_Validation Amazon Category_Excel_003,Chrome 120.0.0.0,,,28-01-2024 02:00:05,28-01-2024 02:00:23,18.551s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,28-01-2024 02:00:05,28-01-2024 02:00:06,1.400s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Chrome 120.0.0.0,,,28-01-2024 02:00:06,28-01-2024 02:00:10,3.684s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_Category_ValidationExcel_OR/Page_Amazon.com. Spend less. Smile more/categoryElement""), category, false)",Chrome 120.0.0.0,,,28-01-2024 02:00:10,28-01-2024 02:00:13,2.647s,PASSED
"setText(findTestObject(""Amazon_Category_ValidationExcel_OR/Page_Amazon.com. Spend less. Smile more/input_Search Amazon_field-keywords""), item)",Chrome 120.0.0.0,,,28-01-2024 02:00:13,28-01-2024 02:00:14,1.947s,PASSED
"click(findTestObject(""Amazon_Category_ValidationExcel_OR/Page_Amazon.com. Spend less. Smile more/input_Search Amazon_nav-search-submit-button""))",Chrome 120.0.0.0,,,28-01-2024 02:00:14,28-01-2024 02:00:23,8.266s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,28-01-2024 02:00:23,28-01-2024 02:00:23,0.540s,PASSED
,,,,,,,
Test Cases/DDT/TC_Validation Amazon Category_Excel_003,Chrome 120.0.0.0,,,28-01-2024 02:00:23,28-01-2024 02:00:37,13.398s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,28-01-2024 02:00:23,28-01-2024 02:00:25,1.351s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Chrome 120.0.0.0,,,28-01-2024 02:00:25,28-01-2024 02:00:29,4.058s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_Category_ValidationExcel_OR/Page_Amazon.com. Spend less. Smile more/categoryElement""), category, false)",Chrome 120.0.0.0,,,28-01-2024 02:00:29,28-01-2024 02:00:31,2.226s,PASSED
"setText(findTestObject(""Amazon_Category_ValidationExcel_OR/Page_Amazon.com. Spend less. Smile more/input_Search Amazon_field-keywords""), item)",Chrome 120.0.0.0,,,28-01-2024 02:00:31,28-01-2024 02:00:32,1.305s,PASSED
"click(findTestObject(""Amazon_Category_ValidationExcel_OR/Page_Amazon.com. Spend less. Smile more/input_Search Amazon_nav-search-submit-button""))",Chrome 120.0.0.0,,,28-01-2024 02:00:32,28-01-2024 02:00:36,3.998s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,28-01-2024 02:00:36,28-01-2024 02:00:37,0.412s,PASSED
