Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Manual mode,Firefox 122.0,,,28-01-2024 03:05:16,28-01-2024 03:06:02,46.212s,PASSED
,,,,,,,
Test Cases/TC_Amazon/Manual mode/TC_AmazonHome_ValidateDeliver_Location_006,Firefox 122.0,,,28-01-2024 03:05:17,28-01-2024 03:05:40,23.165s,PASSED
"openBrowser("""")",Firefox 122.0,,,28-01-2024 03:05:17,28-01-2024 03:05:27,9.612s,PASSED
"navigateToUrl(""https://www.amazon.com"")",Firefox 122.0,,,28-01-2024 03:05:27,28-01-2024 03:05:30,3.248s,PASSED
"click(findTestObject(""AmazonHome_ValidateDeliver_Location_OR/Page_Amazon.com. Spend less. Smile more/a_Deliver to                                                   India""))",Firefox 122.0,,,28-01-2024 03:05:30,28-01-2024 03:05:33,2.347s,PASSED
"click(findTestObject(""AmazonHome_ValidateDeliver_Location_OR/Page_Amazon.com. Spend less. Smile more/span_Ship outside the US""))",Firefox 122.0,,,28-01-2024 03:05:33,28-01-2024 03:05:34,0.979s,PASSED
"click(findTestObject(""AmazonHome_ValidateDeliver_Location_OR/Page_Amazon.com. Spend less. Smile more/a_Singapore""))",Firefox 122.0,,,28-01-2024 03:05:34,28-01-2024 03:05:36,2.240s,PASSED
"click(findTestObject(""AmazonHome_ValidateDeliver_Location_OR/Page_Amazon.com. Spend less. Smile more/button_Done""))",Firefox 122.0,,,28-01-2024 03:05:36,28-01-2024 03:05:37,1.305s,PASSED
closeBrowser(),Firefox 122.0,,,28-01-2024 03:05:37,28-01-2024 03:05:40,2.644s,PASSED
,,,,,,,
Test Cases/TC_Amazon/Manual mode/TC_AmazonValidate_Login_002,Firefox 122.0,,,28-01-2024 03:05:40,28-01-2024 03:06:02,22.154s,PASSED
"openBrowser("""")",Firefox 122.0,,,28-01-2024 03:05:40,28-01-2024 03:05:45,5.248s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Firefox 122.0,,,28-01-2024 03:05:45,28-01-2024 03:05:48,2.963s,PASSED
"click(findTestObject(""Object Repository/Amazon_Validate_login_OR/Page_Amazon.com. Spend less. Smile more/span_Hello, sign in""))",Firefox 122.0,,,28-01-2024 03:05:48,28-01-2024 03:05:52,4.248s,PASSED
"setText(findTestObject(""Object Repository/Amazon_Validate_login_OR/Page_Amazon Sign-In/input_email""), ""9294923885"")",Firefox 122.0,,,28-01-2024 03:05:52,28-01-2024 03:05:54,1.260s,PASSED
"click(findTestObject(""Object Repository/Amazon_Validate_login_OR/Page_Amazon Sign-In/inputcontinue""))",Firefox 122.0,,,28-01-2024 03:05:54,28-01-2024 03:05:55,1.675s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Amazon_Validate_login_OR/Page_Amazon Sign-In/input_password""), ""RigbBhfdqODKcAsiUrg+1Q=="")",Firefox 122.0,,,28-01-2024 03:05:55,28-01-2024 03:05:56,0.994s,PASSED
"click(findTestObject(""Object Repository/Amazon_Validate_login_OR/Page_Amazon Sign-In/inputsignInSubmit""))",Firefox 122.0,,,28-01-2024 03:05:56,28-01-2024 03:05:59,2.440s,PASSED
closeBrowser(),Firefox 122.0,,,28-01-2024 03:05:59,28-01-2024 03:06:02,3.099s,PASSED
