Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TL_TS_Amazon_addtocart_conformation_005,Chrome 120.0.0.0,,,28-01-2024 16:23:58,28-01-2024 16:24:56,58.545s,PASSED
,,,,,,,
Test Cases/TC_Test_Listener/TC_TS_Amazon_AddtoCart_Conformation_005,Chrome 120.0.0.0,,,28-01-2024 16:24:12,28-01-2024 16:24:56,44.577s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 120.0.0.0,,,28-01-2024 16:24:12,28-01-2024 16:24:17,5.488s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Amazon_AddtoCart_conformation_OR/Page_Amazon.com. Spend less. Smile more/select_All Departments        Arts  Crafts _135c92""), ""search-alias=stripbooks-intl-ship"", true)",Chrome 120.0.0.0,,,28-01-2024 16:24:17,28-01-2024 16:24:26,8.386s,PASSED
"setText(findTestObject(""Object Repository/Amazon_AddtoCart_conformation_OR/Page_Amazon.com. Spend less. Smile more/input_field-keywords""), ""DA VINCI CODE"")",Chrome 120.0.0.0,,,28-01-2024 16:24:26,28-01-2024 16:24:27,1.279s,PASSED
"click(findTestObject(""Amazon_AddtoCart_conformation_OR/Page_Amazon.com. Spend less. Smile more/inputnav-search-submit-button""))",Chrome 120.0.0.0,,,28-01-2024 16:24:27,28-01-2024 16:24:35,7.820s,PASSED
"click(findTestObject(""Object Repository/Amazon_AddtoCart_conformation_OR/Page_Amazon.com  DA VINCI CODE/span_The Da Vinci Code (Robert Langdon)""))",Chrome 120.0.0.0,,,28-01-2024 16:24:35,28-01-2024 16:24:46,11.176s,PASSED
"click(findTestObject(""Amazon_AddtoCart_conformation_OR/Page_The Da Vinci Code (Robert Langdon) Bro_e0923b/input_submit.add-to-cart""))",Chrome 120.0.0.0,,,28-01-2024 16:24:46,28-01-2024 16:24:49,3.386s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Amazon_AddtoCart_conformation_OR/Page_Amazon.com Shopping Cart/span_Added to Cart""), 0)",Chrome 120.0.0.0,,,28-01-2024 16:24:49,28-01-2024 16:24:52,2.156s,PASSED
"verifyCheckpoint(findCheckpoint(""Checkpoints/Checkpoint_Excel/Checkpoint_testdata_internal""), true)",Chrome 120.0.0.0,,,28-01-2024 16:24:52,28-01-2024 16:24:52,0.136s,PASSED
Start listener action : sampleAfterTestCase,Chrome 120.0.0.0,,,28-01-2024 16:24:52,28-01-2024 16:24:56,4.393s,PASSED
